cluster_hdb,probability
2,0.9176789319996753
2,1.0
2,0.9722707840568178
2,0.8190678386502692
2,1.0
2,0.900240938521865
2,0.7450515294987522
2,1.0
2,0.9039909327351323
2,0.6178898993958354
2,1.0
2,1.0
2,1.0
2,0.9858115781671751
2,1.0
2,1.0
2,0.7606508525012193
2,1.0
2,0.8752246288675327
2,0.8406754312137494
2,1.0
2,0.8637284220036123
2,0.555486404247297
2,1.0
2,1.0
-1,0.0
2,0.9783160405323698
2,0.7171226574684753
2,1.0
2,0.7445544486801042
2,0.7103121169633387
2,0.6856146293527856
2,0.8292834574715623
2,1.0
2,0.9046457912130239
2,1.0
2,0.9208945879093965
2,0.9079561205662933
2,0.9479647509239506
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,0.9378147840054255
2,1.0
2,1.0
2,0.654207178851981
2,0.7819389908264633
2,1.0
2,0.8463687615761368
1,0.6390210746451109
2,0.5555507026173906
2,0.6684487213681188
2,1.0
2,1.0
2,0.8891702533687108
2,1.0
2,1.0
2,1.0
2,1.0
2,0.8999679453549996
2,1.0
2,1.0
2,0.8725181288519156
2,0.545222542487242
2,1.0
2,1.0
2,1.0
2,0.6554945967076264
2,1.0
2,1.0
2,0.9030676251782888
2,0.9081567944338437
2,0.8911727969785253
2,1.0
2,0.905034585995443
2,1.0
2,1.0
2,1.0
2,1.0
1,0.6851694503506948
0,0.7329849482869529
2,1.0
2,1.0
2,0.8827907245707536
2,1.0
2,1.0
2,0.5336150082434225
2,0.6105630983809124
2,0.5315715678612163
2,0.6388775457064634
2,0.7091446923289171
2,0.8847782293136893
2,0.9482269392479127
2,0.9691908199462549
2,1.0
2,1.0
2,1.0
2,0.6529644642467576
2,1.0
2,0.9239708805903195
2,0.6541918791947493
2,0.8959045131234109
2,0.8329851593928613
2,1.0
2,1.0
2,0.8255940932241277
2,1.0
2,1.0
2,1.0
2,0.9976961571163097
2,0.7559753485749192
2,1.0
2,1.0
2,1.0
2,0.8656028314685692
2,1.0
2,0.8915782577782138
2,0.6840179923672869
2,1.0
2,1.0
2,1.0
2,1.0
2,0.8739235127212132
2,0.7627490699675229
2,1.0
2,0.8129016488954304
1,0.7985726799621816
2,0.9444365491073856
2,0.875405003792184
2,0.7114263758484111
2,1.0
2,0.871885961655276
2,1.0
2,1.0
2,0.9702948081375454
2,1.0
2,1.0
2,1.0
2,0.7514473226125642
2,0.9934257079680386
1,0.8834258895547843
2,0.8446961147065553
2,0.7614957892890489
2,0.7814743387881714
2,1.0
2,0.9185210491125575
2,0.737404481625823
2,0.6857421435367971
2,0.7064678362629162
2,0.7494677323036998
2,0.8955522733645143
1,0.7939318384160833
2,1.0
2,1.0
2,0.5658181209119183
2,0.6164650893886786
2,0.8155646113498327
2,0.8955210399861613
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,0.7486052799886871
2,1.0
